year,state_po,party,candidatevotes
2000,ID,republican,1872
2000,ID,democrat,2225
2000,ID,republican,2879
2000,ID,democrat,720
2000,ID,republican,1745
2000,ID,democrat,5777
2000,ID,republican,15794
2000,ID,democrat,1129
2000,ID,republican,2548
2000,ID,democrat,980
2000,ID,republican,2899
2000,IL,democrat,12197
2000,IL,republican,17331
2000,IL,democrat,2357
2000,IL,republican,1588
2000,IL,democrat,3060
2000,IL,republican,3804
2000,IL,democrat,6481
2000,IL,republican,8617
2000,IL,democrat,1077
2000,IL,republican,1529
2000,IL,democrat,7754
2000,IL,republican,8526
2000,IL,democrat,1310
2000,IL,republican,1229
2000,IL,democrat,3113
2000,IL,republican,3835
2000,IL,democrat,2789
2000,IL,republican,2968
2000,IL,democrat,35515
2000,IL,republican,34645
2000,IL,democrat,6799
2000,IL,republican,7537
2000,IL,democrat,2932
2000,IL,republican,4398
2000,IL,democrat,2212
2000,IL,republican,3789
2000,IL,democrat,6436
2000,IL,republican,8588
2000,IL,democrat,8904
2000,IL,republican,10495
2000,IL,democrat,1280547
2000,IL,republican,534542
2000,IL,democrat,3333
2000,IL,republican,4974
2000,IL,democrat,1870
2000,IL,republican,2964
2000,IL,democrat,14798
2000,IL,republican,17139
2000,IL,democrat,2870
2000,IL,republican,3968
2000,IL,democrat,3215
2000,IL,republican,4734
2000,IL,democrat,152550
2000,IL,republican,201037
2000,IL,democrat,3216
2000,IL,republican,4833
2000,IL,democrat,978
2000,IL,republican,2212
2000,IL,democrat,4225
2000,IL,republican,9855
2000,IL,democrat,3886
2000,IL,republican,5200
2000,IL,democrat,2090
2000,IL,republican,3889
2000,IL,democrat,10201
2000,IL,republican,8490
2000,IL,democrat,8940
2000,IL,republican,6936
2000,IL,democrat,1878
2000,IL,republican,1591
2000,IL,democrat,2490
2000,IL,republican,3129
2000,IL,democrat,7516
2000,IL,republican,8709
2000,IL,democrat,1943
2000,IL,republican,2519
2000,IL,democrat,4256
2000,IL,republican,5134
2000,IL,democrat,1184
2000,IL,republican,1366
2000,IL,democrat,2030
2000,IL,republican,1708
2000,IL,democrat,11921
2000,IL,republican,10896
2000,IL,democrat,4397
2000,IL,republican,8685
2000,IL,democrat,11773
2000,IL,republican,9823
2000,IL,democrat,1815
2000,IL,republican,3119
2000,IL,democrat,6685
2000,IL,republican,8362
2000,IL,democrat,4355
2000,IL,republican,4699
2000,IL,democrat,4585
2000,IL,republican,5304
2000,IL,democrat,1928
2000,IL,republican,3285
2000,IL,democrat,60127
2000,IL,republican,76996
2000,IL,democrat,19180
2000,IL,republican,20049
2000,IL,democrat,8444
2000,IL,republican,13688
2000,IL,democrat,12572
2000,IL,republican,9912
2000,IL,democrat,115058
2000,IL,republican,120988
2000,IL,democrat,23355
2000,IL,republican,21276
2000,IL,democrat,2822
2000,IL,republican,3594
2000,IL,democrat,6111
2000,IL,republican,8069
2000,IL,democrat,5829
2000,IL,republican,9187
2000,IL,democrat,4600
2000,IL,republican,8141
2000,IL,democrat,6080
2000,IL,republican,6465
2000,IL,democrat,40698
2000,IL,republican,62112
2000,IL,democrat,24936
2000,IL,republican,34008
2000,IL,democrat,24262
2000,IL,republican,23830
2000,IL,democrat,11015
2000,IL,republican,9749
2000,IL,democrat,59077
2000,IL,republican,48821
2000,IL,democrat,8068
2000,IL,republican,8240
2000,IL,democrat,2570
2000,IL,republican,3145
2000,IL,democrat,3192
2000,IL,republican,3411
2000,IL,democrat,2912
2000,IL,republican,3676
2000,IL,democrat,2164
2000,IL,republican,3862
2000,IL,democrat,4400
2000,IL,republican,3688
2000,IL,democrat,5797
2000,IL,republican,7632
2000,IL,democrat,6542
2000,IL,republican,6226
2000,IL,democrat,5899
2000,IL,republican,8058
2000,IL,democrat,2529
2000,IL,republican,3058
2000,IL,democrat,7673
2000,IL,republican,12325
2000,IL,democrat,38604
2000,IL,republican,36398
2000,IL,democrat,4862
2000,IL,republican,4802
2000,IL,democrat,3488
2000,IL,republican,4619
2000,IL,democrat,3198
2000,IL,republican,4706
2000,IL,democrat,927
2000,IL,republican,1346
2000,IL,democrat,1518
2000,IL,republican,1430
2000,IL,democrat,1657
2000,IL,republican,1437
2000,IL,democrat,6794
2000,IL,republican,7127
2000,IL,democrat,2491
2000,IL,republican,4718
2000,IL,democrat,37957
2000,IL,republican,25194
2000,IL,democrat,55961
2000,IL,republican,42299
2000,IL,democrat,5427
2000,IL,republican,5933
2000,IL,democrat,38414
2000,IL,republican,50374
2000,IL,democrat,1587
2000,IL,republican,2077
2000,IL,democrat,954
2000,IL,republican,1458
2000,IL,democrat,4018
2000,IL,republican,5851
2000,IL,democrat,1211
2000,IL,republican,1694
2000,IL,democrat,8062
2000,IL,republican,10715
2000,IL,democrat,25379
2000,IL,republican,31537
2000,IL,democrat,3982
2000,IL,republican,4397
2000,IL,democrat,15406
2000,IL,republican,15783
2000,IL,democrat,1987
2000,IL,republican,3406
2000,IL,democrat,3524
2000,IL,republican,3899
2000,IL,democrat,2638
2000,IL,republican,4353
2000,IL,democrat,2209
2000,IL,republican,5347
2000,IL,democrat,2958
2000,IL,republican,4521
2000,IL,democrat,12886
2000,IL,republican,11252
2000,IL,democrat,90902
2000,IL,republican,95828
2000,IL,democrat,12192
2000,IL,republican,14012
2000,IL,democrat,51981
2000,IL,republican,53816
2000,IL,democrat,5529
2000,IL,republican,10905
2000,IN,democrat,3775
2000,IN,republican,8555
2000,IN,democrat,41636
2000,IN,republican,70426
2000,IN,democrat,9015
2000,IN,republican,16200
2000,IN,democrat,1328
2000,IN,republican,2441
2000,IN,democrat,2103
2000,IN,republican,2699
2000,IN,democrat,4763
2000,IN,republican,13161
2000,IN,democrat,2608
2000,IN,republican,3871
2000,IN,democrat,2965
2000,IN,republican,5102
2000,IN,democrat,5412
2000,IN,republican,9305
2000,IN,democrat,17360
2000,IN,republican,19417
2000,IN,democrat,3605
2000,IN,republican,6393
2000,IN,democrat,3643
2000,IN,republican,7141
2000,IN,democrat,1817
2000,IN,republican,2327
2000,IN,democrat,2697
2000,IN,republican,6872
2000,IN,democrat,6020
2000,IN,republican,11452
2000,IN,democrat,2889
2000,IN,republican,6115
2000,IN,democrat,4776
2000,IN,republican,8701
2000,IN,democrat,20876
2000,IN,republican,22105
2000,IN,democrat,5090
2000,IN,republican,10134
2000,IN,democrat,16402
2000,IN,republican,36756
2000,IN,democrat,3415
2000,IN,republican,5060
2000,IN,democrat,13209
2000,IN,republican,16486
2000,IN,democrat,2717
2000,IN,republican,4408
2000,IN,democrat,2591
2000,IN,republican,5587
2000,IN,democrat,2960
2000,IN,republican,5218
2000,IN,democrat,5802
2000,IN,republican,7734
2000,IN,democrat,9712
2000,IN,republican,16153
2000,IN,democrat,4898
2000,IN,republican,7452
2000,IN,democrat,18002
2000,IN,republican,56372
2000,IN,democrat,6503
2000,IN,republican,15943
2000,IN,democrat,5870
2000,IN,republican,8711
2000,IN,democrat,10786
2000,IN,republican,28651
2000,IN,democrat,7647
2000,IN,republican,10321
2000,IN,democrat,12899
2000,IN,republican,20331
2000,IN,democrat,4119
2000,IN,republican,10113
2000,IN,democrat,5330
2000,IN,republican,9054
2000,IN,democrat,3744
2000,IN,republican,7212
2000,IN,democrat,3167
2000,IN,republican,4687
2000,IN,democrat,5117
2000,IN,republican,6582
2000,IN,democrat,3549
2000,IN,republican,5732
2000,IN,democrat,11952
2000,IN,republican,29404
2000,IN,democrat,6300
2000,IN,republican,8485
2000,IN,democrat,5785
2000,IN,republican,19040
2000,IN,democrat,2733
2000,IN,republican,5437
2000,IN,democrat,109078
2000,IN,republican,63389
2000,IN,democrat,19736
2000,IN,republican,18994
2000,IN,democrat,5071
2000,IN,republican,10677
2000,IN,democrat,23403
2000,IN,republican,27956
2000,IN,democrat,134189
2000,IN,republican,137810
2000,IN,democrat,5541
2000,IN,republican,10266
2000,IN,democrat,1518
2000,IN,republican,3008
2000,IN,democrat,4155
2000,IN,republican,8401
2000,IN,democrat,17523
2000,IN,republican,19147
2000,IN,democrat,3899
2000,IN,republican,8891
2000,IN,democrat,6228
2000,IN,republican,15286
2000,IN,democrat,2101
2000,IN,republican,3250
2000,IN,democrat,4822
2000,IN,republican,9103
2000,IN,democrat,951
2000,IN,republican,1515
2000,IN,democrat,2601
2000,IN,republican,4687
2000,IN,democrat,2253
2000,IN,republican,4019
2000,IN,democrat,2481
2000,IN,republican,3841
2000,IN,democrat,3823
2000,IN,republican,3461
2000,IN,democrat,2605
2000,IN,republican,3566
2000,IN,democrat,26790
2000,IN,republican,31157
2000,IN,democrat,4430
2000,IN,republican,6498
2000,IN,democrat,1919
2000,IN,republican,3497
2000,IN,democrat,4123
2000,IN,republican,7352
2000,IN,democrat,3906
2000,IN,republican,6020
2000,IN,democrat,3498
2000,IN,republican,6988
2000,IN,democrat,2370
2000,IN,republican,4749
2000,IN,democrat,47703
2000,IN,republican,47581
2000,IN,democrat,3915
2000,IN,republican,3761
2000,IN,democrat,5374
2000,IN,republican,9590
2000,IN,democrat,3752
2000,IN,republican,5096
2000,IN,democrat,4136
2000,IN,republican,4349
2000,IN,democrat,4103
2000,IN,republican,6953
2000,IN,democrat,3833
2000,IN,republican,4319
2000,IN,democrat,1336
2000,IN,republican,1831
2000,IN,democrat,18220
2000,IN,republican,26106
2000,IN,democrat,2392
2000,IN,republican,4784
2000,IN,democrat,927
2000,IN,republican,1838
2000,IN,democrat,29222
2000,IN,republican,35846
2000,IN,democrat,3370
2000,IN,republican,3130
2000,IN,democrat,17570
2000,IN,republican,18021
2000,IN,democrat,4277
2000,IN,republican,8321
2000,IN,democrat,1471
2000,IN,republican,2218
2000,IN,democrat,8749
2000,IN,republican,13205
2000,IN,democrat,3675
2000,IN,republican,5868
2000,IN,democrat,10273
2000,IN,republican,14273
2000,IN,democrat,3319
2000,IN,republican,7755
2000,IN,democrat,3655
2000,IN,republican,6037
2000,IN,democrat,4107
2000,IN,republican,8080
2000,IA,democrat,1753
2000,IA,republican,2275
2000,IA,democrat,897
2000,IA,republican,1170
2000,IA,democrat,2883
2000,IA,republican,3277
2000,IA,democrat,2560
2000,IA,republican,2992
2000,IA,democrat,1780
2000,IA,republican,1909
2000,IA,democrat,5915
2000,IA,republican,5468
2000,IA,democrat,30112
2000,IA,republican,23468
2000,IA,democrat,6270
2000,IA,republican,5625
2000,IA,democrat,5169
2000,IA,republican,5675
2000,IA,democrat,5045
2000,IA,republican,4092
2000,IA,democrat,3297
2000,IA,republican,4354
2000,IA,democrat,2735
2000,IA,republican,3837
2000,IA,democrat,2132
2000,IA,republican,2776
2000,IA,democrat,4463
2000,IA,republican,4879
2000,IA,democrat,2481
2000,IA,republican,4206
2000,IA,democrat,4033
2000,IA,republican,4031
2000,IA,democrat,12185
2000,IA,republican,9397
2000,IA,democrat,2845
2000,IA,republican,3463
2000,IA,democrat,3435
2000,IA,republican,2936
2000,IA,democrat,2081
2000,IA,republican,1984
2000,IA,democrat,3294
2000,IA,republican,3992
2000,IA,democrat,4238
2000,IA,republican,4034
2000,IA,democrat,12276
2000,IA,republican,9229
2000,IA,democrat,2838
2000,IA,republican,3482
2000,IA,democrat,8561
2000,IA,republican,10306
2000,IA,democrat,1691
2000,IA,republican,1956
2000,IA,democrat,1674
2000,IA,republican,1903
2000,IA,democrat,3808
2000,IA,republican,4273
2000,IA,democrat,11351
2000,IA,republican,7385
2000,IA,democrat,3660
2000,IA,republican,4225
2000,IA,democrat,22341
2000,IA,republican,16462
2000,IA,democrat,2165
2000,IA,republican,2331
2000,IA,democrat,4640
2000,IA,republican,4747
2000,IA,democrat,3830
2000,IA,republican,3191
2000,IA,democrat,2122
2000,IA,republican,2657
2000,IA,democrat,1459
2000,IA,republican,2069
2000,IA,democrat,2301
2000,IA,republican,2282
2000,IA,democrat,2139
2000,IA,republican,3851
2000,IA,democrat,2493
2000,IA,republican,2840
2000,IA,democrat,3407
2000,IA,republican,3968
2000,IA,democrat,2281
2000,IA,republican,2988
2000,IA,democrat,3734
2000,IA,republican,4486
2000,IA,democrat,2551
2000,IA,republican,3802
2000,IA,democrat,3907
2000,IA,republican,4476
2000,IA,democrat,2426
2000,IA,republican,1922
2000,IA,democrat,1949
2000,IA,republican,2846
2000,IA,democrat,1411
2000,IA,republican,1968
2000,IA,democrat,3230
2000,IA,republican,3894
2000,IA,democrat,4945
2000,IA,republican,3769
2000,IA,democrat,8699
2000,IA,republican,8729
2000,IA,democrat,2863
2000,IA,republican,3248
2000,IA,democrat,31174
2000,IA,republican,17899
2000,IA,democrat,4690
2000,IA,republican,4201
2000,IA,democrat,2181
2000,IA,republican,2571
2000,IA,democrat,3960
2000,IA,republican,4612
2000,IA,democrat,9632
2000,IA,republican,6339
2000,IA,democrat,48897
2000,IA,republican,40417
2000,IA,democrat,2294
2000,IA,republican,2207
2000,IA,democrat,1934
2000,IA,republican,2262
2000,IA,democrat,1313
2000,IA,republican,3918
2000,IA,democrat,3093
2000,IA,republican,3662
2000,IA,democrat,3370
2000,IA,republican,5971
2000,IA,democrat,5741
2000,IA,republican,8358
2000,IA,democrat,8322
2000,IA,republican,8785
2000,IA,democrat,2039
2000,IA,republican,3684
2000,IA,democrat,2650
2000,IA,republican,2388
2000,IA,democrat,2086
2000,IA,republican,2304
2000,IA,democrat,1699
2000,IA,republican,1858
2000,IA,democrat,1838
2000,IA,republican,3417
2000,IA,democrat,8058
2000,IA,republican,7483
2000,IA,democrat,2170
2000,IA,republican,4674
2000,IA,democrat,913
2000,IA,republican,2064
2000,IA,democrat,2293
2000,IA,republican,4588
2000,IA,democrat,2326
2000,IA,republican,2341
2000,IA,democrat,3499
2000,IA,republican,6189
2000,IA,democrat,1736
2000,IA,republican,2242
2000,IA,democrat,89715
2000,IA,republican,79927
2000,IA,democrat,14726
2000,IA,republican,18783
2000,IA,democrat,4222
2000,IA,republican,4396
2000,IA,democrat,1246
2000,IA,republican,1369
2000,IA,democrat,2099
2000,IA,republican,2776
2000,IA,democrat,35857
2000,IA,republican,32801
2000,IA,democrat,2179
2000,IA,republican,3655
2000,IA,democrat,2148
2000,IA,republican,12241
2000,IA,democrat,17478
2000,IA,republican,16228
2000,IA,democrat,4045
2000,IA,republican,4034
2000,IA,democrat,1247
2000,IA,republican,1770
2000,IA,democrat,2540
2000,IA,republican,3003
2000,IA,democrat,1440
2000,IA,republican,2016
2000,IA,democrat,8355
2000,IA,republican,6313
2000,IA,democrat,9521
2000,IA,republican,9621
2000,IA,democrat,3932
2000,IA,republican,4827
2000,IA,democrat,1300
2000,IA,republican,1666
2000,IA,democrat,8479
2000,IA,republican,8172
2000,IA,democrat,2691
2000,IA,republican,2662
2000,IA,democrat,4339
2000,IA,republican,4647
2000,IA,democrat,17691
2000,IA,republican,18864
2000,IA,democrat,2208
2000,IA,republican,1659
2000,IA,democrat,2796
2000,IA,republican,3384
2000,KS,democrat,2132
2000,KS,republican,3379
2000,KS,democrat,1327
2000,KS,republican,1984
2000,KS,democrat,3171
2000,KS,republican,3378
2000,KS,democrat,637
2000,KS,republican,1755
2000,KS,democrat,3238
2000,KS,republican,7302
2000,KS,democrat,2211
2000,KS,republican,3852
2000,KS,democrat,1512
2000,KS,republican,2985
2000,KS,democrat,6755
2000,KS,republican,13377
2000,KS,democrat,391
2000,KS,republican,848
2000,KS,democrat,443
2000,KS,republican,1347
2000,KS,democrat,3783
2000,KS,republican,5014
2000,KS,democrat,350
2000,KS,republican,1312
2000,KS,democrat,292
2000,KS,republican,926
2000,KS,democrat,951
2000,KS,republican,2998
2000,KS,democrat,1314
2000,KS,republican,2918
2000,KS,democrat,1196
2000,KS,republican,2700
2000,KS,democrat,211
2000,KS,republican,760
2000,KS,democrat,5535
2000,KS,republican,8080
2000,KS,democrat,7076
2000,KS,republican,7160
2000,KS,democrat,424
2000,KS,republican,1255
2000,KS,democrat,2413
2000,KS,republican,5243
2000,KS,democrat,1134
2000,KS,republican,2350
2000,KS,democrat,18249
2000,KS,republican,17062
2000,KS,democrat,447
2000,KS,republican,1062
2000,KS,democrat,402
2000,KS,republican,1080
2000,KS,democrat,3926
2000,KS,republican,6516
2000,KS,democrat,825
2000,KS,republican,1845
2000,KS,democrat,2431
2000,KS,republican,6442
2000,KS,democrat,2566
2000,KS,republican,6050
2000,KS,democrat,3321
2000,KS,republican,5925
2000,KS,democrat,2660
2000,KS,republican,3977
2000,KS,democrat,296
2000,KS,republican,1122
2000,KS,democrat,346
2000,KS,republican,1058
2000,KS,democrat,683
2000,KS,republican,2126
2000,KS,democrat,482
2000,KS,republican,1631
2000,KS,democrat,143
2000,KS,republican,628
2000,KS,democrat,1027
2000,KS,republican,2392
2000,KS,democrat,264
2000,KS,republican,901
2000,KS,democrat,869
2000,KS,republican,2076
2000,KS,democrat,4591
2000,KS,republican,8271
2000,KS,democrat,263
2000,KS,republican,1323
2000,KS,democrat,217
2000,KS,republican,835
2000,KS,democrat,1990
2000,KS,republican,3001
2000,KS,democrat,3000
2000,KS,republican,4423
2000,KS,democrat,380
2000,KS,republican,1400
2000,KS,democrat,79118
2000,KS,republican,129965
2000,KS,democrat,320
2000,KS,republican,1084
2000,KS,democrat,991
2000,KS,republican,2672
2000,KS,democrat,294
2000,KS,republican,1262
2000,KS,democrat,3745
2000,KS,republican,4475
2000,KS,democrat,252
2000,KS,republican,846
2000,KS,democrat,9733
2000,KS,republican,12583
2000,KS,democrat,469
2000,KS,republican,1295
2000,KS,democrat,1587
2000,KS,republican,2513
2000,KS,democrat,231
2000,KS,republican,1088
2000,KS,democrat,5190
2000,KS,republican,6652
2000,KS,democrat,3272
2000,KS,republican,8501
2000,KS,democrat,1475
2000,KS,republican,4156
2000,KS,democrat,1831
2000,KS,republican,3066
2000,KS,democrat,400
2000,KS,republican,1604
2000,KS,democrat,4554
2000,KS,republican,6611
2000,KS,democrat,751
2000,KS,republican,2350
2000,KS,democrat,4770
2000,KS,republican,8496
2000,KS,democrat,882
2000,KS,republican,1599
2000,KS,democrat,321
2000,KS,republican,1203
2000,KS,democrat,1494
2000,KS,republican,3578
2000,KS,democrat,2588
2000,KS,republican,4014
2000,KS,democrat,383
2000,KS,republican,1420
2000,KS,democrat,598
2000,KS,republican,1744
2000,KS,democrat,2530
2000,KS,republican,3770
2000,KS,democrat,484
2000,KS,republican,1432
2000,KS,democrat,631
2000,KS,republican,1977
2000,KS,democrat,968
2000,KS,republican,1850
2000,KS,democrat,611
2000,KS,republican,2057
2000,KS,democrat,2037
2000,KS,republican,4985
2000,KS,democrat,1314
2000,KS,republican,2885
2000,KS,democrat,306
2000,KS,republican,1349
2000,KS,democrat,9025
2000,KS,republican,15179
2000,KS,democrat,604
2000,KS,republican,2239
2000,KS,democrat,1422
2000,KS,republican,2903
2000,KS,democrat,6188
2000,KS,republican,10672
2000,KS,democrat,597
2000,KS,republican,2016
2000,KS,democrat,505
2000,KS,republican,1235
2000,KS,democrat,886
2000,KS,republican,2434
2000,KS,democrat,7487
2000,KS,republican,12412
2000,KS,democrat,418
2000,KS,republican,1811
2000,KS,democrat,62561
2000,KS,republican,93724
2000,KS,democrat,1126
2000,KS,republican,3869
2000,KS,democrat,34818
2000,KS,republican,35894
2000,KS,democrat,281
2000,KS,republican,1132
2000,KS,democrat,681
2000,KS,republican,1894
2000,KS,democrat,534
2000,KS,republican,1534
2000,KS,democrat,567
2000,KS,republican,1546
2000,KS,democrat,215
2000,KS,republican,785
2000,KS,democrat,345
2000,KS,republican,1714
2000,KS,democrat,3549
2000,KS,republican,6176
2000,KS,democrat,807
2000,KS,republican,2822
2000,KS,democrat,516
2000,KS,republican,1220
2000,KS,democrat,1025
2000,KS,republican,2182
2000,KS,democrat,103
2000,KS,republican,737
2000,KS,democrat,687
2000,KS,republican,2446
2000,KS,democrat,207
2000,KS,republican,859
2000,KS,democrat,1186
2000,KS,republican,2748
2000,KS,democrat,521
2000,KS,republican,974
2000,KS,democrat,32411
2000,KS,republican,14024
2000,KY,democrat,1779
2000,KY,republican,5460
2000,KY,democrat,1950
2000,KY,republican,4415
2000,KY,democrat,2902
2000,KY,republican,4909
2000,KY,democrat,1880
2000,KY,republican,1824
2000,KY,democrat,4930
2000,KY,republican,8741
2000,KY,democrat,2087
2000,KY,republican,2303
2000,KY,democrat,4787
