"","year","state","party","candidatevotes","leading_digit"
"757",1996,"GA","democrat",2571,2
"758",1996,"GA","democrat",977,9
"759",1996,"GA","democrat",3492,3
"760",1996,"GA","democrat",909,9
"761",1996,"GA","democrat",3165,3
"762",1996,"GA","democrat",2768,2
"763",1996,"GA","democrat",1233,1
"764",1996,"GA","democrat",2111,2
"765",1996,"GA","democrat",2861,2
"766",1996,"GA","democrat",24867,2
"767",1996,"GA","democrat",6759,6
"768",1996,"GA","democrat",2992,2
"769",1996,"GA","democrat",1570,1
"770",1996,"GA","democrat",5699,5
"771",1996,"GA","democrat",3582,3
"772",1996,"GA","democrat",2693,2
"773",1996,"GA","democrat",1420,1
"774",1996,"GA","democrat",1474,1
"775",1996,"GA","democrat",4298,4
"776",1996,"GA","democrat",1554,1
"777",1996,"GA","democrat",2340,2
"778",1996,"GA","democrat",514,5
"779",1996,"GA","democrat",1943,1
"780",1996,"GA","democrat",1438,1
"781",1996,"GA","democrat",30738,3
"782",1996,"GA","democrat",7656,7
"783",1996,"GA","democrat",576,5
"784",1996,"GA","democrat",2087,2
"785",1996,"GA","democrat",1265,1
"786",1996,"GA","democrat",6017,6
"787",1996,"GA","democrat",3072,3
"788",1996,"GA","democrat",1537,1
"789",1996,"GA","democrat",4239,4
"790",1996,"GA","democrat",1579,1
"791",1996,"GA","democrat",615,6
"792",1996,"GA","democrat",2369,2
"793",1996,"GA","democrat",1450,1
"794",1996,"GA","democrat",1856,1
"795",1996,"GA","democrat",1509,1
"796",1996,"GA","democrat",5183,5
"797",1996,"GA","democrat",4198,4
"798",1996,"GA","democrat",2763,2
"799",1996,"GA","democrat",1664,1
"800",1996,"GA","democrat",912,9
"801",1996,"GA","democrat",5940,5
"802",1996,"GA","democrat",1272,1
"803",1996,"GA","democrat",1927,1
"804",1996,"GA","democrat",2175,2
"805",1996,"GA","democrat",3491,3
"806",1996,"GA","democrat",6743,6
"807",1996,"GA","democrat",5618,5
"808",1996,"GA","democrat",4171,4
"809",1996,"GA","democrat",1230,1
"810",1996,"GA","democrat",4057,4
"811",1996,"GA","democrat",2734,2
"812",1996,"GA","democrat",529,5
"813",1996,"GA","democrat",751,7
"814",1996,"GA","democrat",1864,1
"815",1996,"GA","democrat",7720,7
"816",1996,"GA","democrat",1067,1
"817",1996,"GA","democrat",1971,1
"818",1996,"GA","democrat",2278,2
"819",1996,"GA","democrat",2300,2
"820",1996,"GA","republican",2572,2
"821",1996,"GA","republican",784,7
"822",1996,"GA","republican",1580,1
"823",1996,"GA","republican",408,4
"824",1996,"GA","republican",4570,4
"825",1996,"GA","republican",1925,1
"826",1996,"GA","republican",5342,5
"827",1996,"GA","republican",9250,9
"828",1996,"GA","republican",1516,1
"829",1996,"GA","republican",1950,1
"830",1996,"GA","republican",20778,2
"831",1996,"GA","republican",1632,1
"832",1996,"GA","republican",1738,1
"833",1996,"GA","republican",1738,1
"834",1996,"GA","republican",3577,3
"835",1996,"GA","republican",6646,6
"836",1996,"GA","republican",2590,2
"837",1996,"GA","republican",2027,2
"838",1996,"GA","republican",541,5
"839",1996,"GA","republican",4222,4
"840",1996,"GA","republican",1131,1
"841",1996,"GA","republican",11157,1
"842",1996,"GA","republican",8237,8
"843",1996,"GA","republican",1374,1
"844",1996,"GA","republican",31987,3
"845",1996,"GA","republican",398,3
"846",1996,"GA","republican",2513,2
"847",1996,"GA","republican",24527,2
"848",1996,"GA","republican",10504,1
"849",1996,"GA","republican",293,2
"850",1996,"GA","republican",20625,2
"851",1996,"GA","republican",789,7
"852",1996,"GA","republican",114188,1
"853",1996,"GA","republican",3934,3
"854",1996,"GA","republican",4847,4
"855",1996,"GA","republican",21291,2
"856",1996,"GA","republican",1354,1
"857",1996,"GA","republican",13058,1
"858",1996,"GA","republican",1290,1
"859",1996,"GA","republican",2321,2
"860",1996,"GA","republican",2295,2
"861",1996,"GA","republican",2343,2
"862",1996,"GA","republican",3035,3
"863",1996,"GA","republican",60255,6
"864",1996,"GA","republican",2478,2
"865",1996,"GA","republican",990,9
"866",1996,"GA","republican",11144,1
"867",1996,"GA","republican",14495,1
"868",1996,"GA","republican",1374,1
"869",1996,"GA","republican",335,3
"870",1996,"GA","republican",5022,5
"871",1996,"GA","republican",2393,2
"872",1996,"GA","republican",2451,2
"873",1996,"GA","republican",1206,1
"874",1996,"GA","republican",3373,3
"875",1996,"GA","republican",21005,2
"876",1996,"GA","republican",12426,1
"877",1996,"GA","republican",15013,1
"878",1996,"GA","republican",2364,2
"879",1996,"GA","republican",89809,8
"880",1996,"GA","republican",3121,3
"881",1996,"GA","republican",532,5
"882",1996,"GA","republican",12305,1
"883",1996,"GA","republican",5232,5
"884",1996,"GA","republican",2674,2
"885",1996,"GA","republican",1702,1
"886",1996,"GA","republican",96610,9
"887",1996,"GA","republican",4730,4
"888",1996,"GA","republican",19280,1
"889",1996,"GA","republican",438,4
"890",1996,"GA","republican",3260,3
"891",1996,"GA","republican",3829,3
"892",1996,"GA","republican",2884,2
"893",1996,"GA","republican",1170,1
"894",1996,"GA","republican",16968,1
"895",1996,"GA","republican",17050,1
"896",1996,"GA","republican",1085,1
"897",1996,"GA","republican",4782,4
"898",1996,"GA","republican",1423,1
"899",1996,"GA","republican",1796,1
"900",1996,"GA","republican",2077,2
"901",1996,"GA","republican",955,9
"902",1996,"GA","republican",815,8
"903",1996,"GA","republican",3272,3
"904",1996,"GA","republican",1988,1
"905",1996,"GA","republican",519,5
"906",1996,"GA","republican",6118,6
"907",1996,"GA","republican",3983,3
"908",1996,"GA","republican",3042,3
"909",1996,"GA","republican",1391,1
"910",1996,"GA","republican",791,7
"911",1996,"GA","republican",10578,1
"912",1996,"GA","republican",2576,2
"913",1996,"GA","republican",3254,3
"914",1996,"GA","republican",1219,1
"915",1996,"GA","republican",1006,1
"916",1996,"GA","republican",3992,3
"917",1996,"GA","republican",678,6
"918",1996,"GA","republican",2259,2
"919",1996,"GA","republican",847,8
"920",1996,"GA","republican",2033,2
"921",1996,"GA","republican",3054,3
"922",1996,"GA","republican",1163,1
"923",1996,"GA","republican",2118,2
"924",1996,"GA","republican",3289,3
"925",1996,"GA","republican",19360,1
"926",1996,"GA","republican",7274,7
"927",1996,"GA","republican",5116,5
"928",1996,"GA","republican",1826,1
"929",1996,"GA","republican",10152,1
"930",1996,"GA","republican",2676,2
"931",1996,"GA","republican",3041,3
"932",1996,"GA","republican",2319,2
"933",1996,"GA","republican",2054,2
"934",1996,"GA","republican",4130,4
"935",1996,"GA","republican",1196,1
"936",1996,"GA","republican",2306,2
"937",1996,"GA","republican",224,2
"938",1996,"GA","republican",2213,2
"939",1996,"GA","republican",816,8
"940",1996,"GA","republican",23670,2
"941",1996,"GA","republican",13006,1
"942",1996,"GA","republican",470,4
"943",1996,"GA","republican",1862,1
"944",1996,"GA","republican",1003,1
"945",1996,"GA","republican",7376,7
"946",1996,"GA","republican",3890,3
"947",1996,"GA","republican",525,5
"948",1996,"GA","republican",3358,3
"949",1996,"GA","republican",652,6
"950",1996,"GA","republican",235,2
"951",1996,"GA","republican",2518,2
"952",1996,"GA","republican",1002,1
"953",1996,"GA","republican",1143,1
"954",1996,"GA","republican",1111,1
"955",1996,"GA","republican",5649,5
"956",1996,"GA","republican",5613,5
"957",1996,"GA","republican",3646,3
"958",1996,"GA","republican",2030,2
"959",1996,"GA","republican",723,7
"960",1996,"GA","republican",8716,8
"961",1996,"GA","republican",924,9
"962",1996,"GA","republican",958,9
"963",1996,"GA","republican",2685,2
"964",1996,"GA","republican",3783,3
"965",1996,"GA","republican",8817,8
"966",1996,"GA","republican",7934,7
"967",1996,"GA","republican",4746,4
"968",1996,"GA","republican",735,7
"969",1996,"GA","republican",2348,2
"970",1996,"GA","republican",3709,3
"971",1996,"GA","republican",235,2
"972",1996,"GA","republican",460,4
"973",1996,"GA","republican",2959,2
"974",1996,"GA","republican",12368,1
"975",1996,"GA","republican",882,8
"976",1996,"GA","republican",1417,1
"977",1996,"GA","republican",1332,1
"978",1996,"GA","republican",2752,2
"979",1996,"IA","democrat",1802,1
"980",1996,"IA","democrat",1070,1
"981",1996,"IA","democrat",2551,2
"982",1996,"IA","democrat",2747,2
"983",1996,"IA","democrat",1827,1
"984",1996,"IA","democrat",5546,5
"985",1996,"IA","democrat",29651,2
"986",1996,"IA","democrat",6446,6
"987",1996,"IA","democrat",5023,5
"988",1996,"IA","democrat",4997,4
"989",1996,"IA","democrat",3420,3
"990",1996,"IA","democrat",3061,3
"991",1996,"IA","democrat",2193,2
"992",1996,"IA","democrat",4333,4
"993",1996,"IA","democrat",2616,2
"994",1996,"IA","democrat",3856,3
"995",1996,"IA","democrat",11943,1
"996",1996,"IA","democrat",2853,2
"997",1996,"IA","democrat",3355,3
"998",1996,"IA","democrat",2053,2
"999",1996,"IA","democrat",3659,3
"1000",1996,"IA","democrat",4284,4
"1001",1996,"IA","democrat",11481,1
"1002",1996,"IA","democrat",3140,3
"1003",1996,"IA","democrat",8017,8
"1004",1996,"IA","democrat",1894,1
"1005",1996,"IA","democrat",1846,1
"1006",1996,"IA","democrat",3704,3
"1007",1996,"IA","democrat",10761,1
"1008",1996,"IA","democrat",3562,3
"1009",1996,"IA","democrat",20839,2
"1010",1996,"IA","democrat",2270,2
"1011",1996,"IA","democrat",4832,4
"1012",1996,"IA","democrat",3769,3
"1013",1996,"IA","democrat",2232,2
"1014",1996,"IA","democrat",1481,1
"1015",1996,"IA","democrat",2519,2
"1016",1996,"IA","democrat",2322,2
"1017",1996,"IA","democrat",2552,2
"1018",1996,"IA","democrat",3455,3
"1019",1996,"IA","democrat",2399,2
"1020",1996,"IA","democrat",4053,4
"1021",1996,"IA","democrat",2576,2
"1022",1996,"IA","democrat",3798,3
"1023",1996,"IA","democrat",2303,2
"1024",1996,"IA","democrat",2080,2
"1025",1996,"IA","democrat",1589,1
"1026",1996,"IA","democrat",3354,3
"1027",1996,"IA","democrat",4609,4
"1028",1996,"IA","democrat",8776,8
"1029",1996,"IA","democrat",2597,2
"1030",1996,"IA","democrat",27888,2
"1031",1996,"IA","democrat",4668,4
"1032",1996,"IA","democrat",2545,2
"1033",1996,"IA","democrat",4031,4
"1034",1996,"IA","democrat",8831,8
"1035",1996,"IA","democrat",45497,4
"1036",1996,"IA","democrat",2081,2
"1037",1996,"IA","democrat",2168,2
"1038",1996,"IA","democrat",1489,1
"1039",1996,"IA","democrat",3070,3
"1040",1996,"IA","democrat",3737,3
"1041",1996,"IA","democrat",5978,5
"1042",1996,"IA","democrat",8669,8
"1043",1996,"IA","democrat",2068,2
"1044",1996,"IA","democrat",2596,2
"1045",1996,"IA","democrat",1952,1
"1046",1996,"IA","democrat",1884,1
"1047",1996,"IA","democrat",1912,1
"1048",1996,"IA","democrat",7674,7
"1049",1996,"IA","democrat",2236,2
"1050",1996,"IA","democrat",1010,1
"1051",1996,"IA","democrat",2220,2
"1052",1996,"IA","democrat",2371,2
"1053",1996,"IA","democrat",3745,3
"1054",1996,"IA","democrat",1981,1
"1055",1996,"IA","democrat",83877,8
"1056",1996,"IA","democrat",13276,1
"1057",1996,"IA","democrat",4183,4
"1058",1996,"IA","democrat",1439,1
"1059",1996,"IA","democrat",2170,2
"1060",1996,"IA","democrat",32694,3
"1061",1996,"IA","democrat",2176,2
"1062",1996,"IA","democrat",2392,2
"1063",1996,"IA","democrat",17234,1
"1064",1996,"IA","democrat",3994,3
"1065",1996,"IA","democrat",1458,1
"1066",1996,"IA","democrat",2787,2
"1067",1996,"IA","democrat",1536,1
"1068",1996,"IA","democrat",8437,8
"1069",1996,"IA","democrat",9120,9
"1070",1996,"IA","democrat",3828,3
"1071",1996,"IA","democrat",1650,1
"1072",1996,"IA","democrat",8380,8
"1073",1996,"IA","democrat",2679,2
"1074",1996,"IA","democrat",4122,4
"1075",1996,"IA","democrat",17224,1
"1076",1996,"IA","democrat",2293,2
"1077",1996,"IA","democrat",2912,2
"1078",1996,"IA","republican",1655,1
"1079",1996,"IA","republican",920,9
"1080",1996,"IA","republican",2457,2
"1081",1996,"IA","republican",2233,2
"1082",1996,"IA","republican",1314,1
"1083",1996,"IA","republican",3835,3
"1084",1996,"IA","republican",19322,1
"1085",1996,"IA","republican",4293,4
"1086",1996,"IA","republican",4213,4
"1087",1996,"IA","republican",3043,3
"1088",1996,"IA","republican",3636,3
"1089",1996,"IA","republican",3036,3
"1090",1996,"IA","republican",2077,2
"1091",1996,"IA","republican",3392,3
"1092",1996,"IA","republican",3384,3
"1093",1996,"IA","republican",2966,2
"1094",1996,"IA","republican",7427,7
"1095",1996,"IA","republican",2629,2
"1096",1996,"IA","republican",2191,2
"1097",1996,"IA","republican",1401,1
"1098",1996,"IA","republican",3129,3
"1099",1996,"IA","republican",2944,2
"1100",1996,"IA","republican",7624,7
"1101",1996,"IA","republican",2686,2
"1102",1996,"IA","republican",6647,6
"1103",1996,"IA","republican",1445,1
"1104",1996,"IA","republican",1287,1
"1105",1996,"IA","republican",3065,3
"1106",1996,"IA","republican",5778,5
"1107",1996,"IA","republican",3129,3
"1108",1996,"IA","republican",13391,1
"1109",1996,"IA","republican",1641,1
"1110",1996,"IA","republican",3848,3
"1111",1996,"IA","republican",2379,2
"1112",1996,"IA","republican",2054,2
"1113",1996,"IA","republican",1576,1
"1114",1996,"IA","republican",1861,1
"1115",1996,"IA","republican",2928,2
"1116",1996,"IA","republican",2034,2
"1117",1996,"IA","republican",3109,3
"1118",1996,"IA","republican",2353,2
"1119",1996,"IA","republican",3505,3
"1120",1996,"IA","republican",3070,3
"1121",1996,"IA","republican",3478,3
"1122",1996,"IA","republican",1528,1
"1123",1996,"IA","republican",2236,2
"1124",1996,"IA","republican",1684,1
"1125",1996,"IA","republican",3042,3
"1126",1996,"IA","republican",2827,2
"1127",1996,"IA","republican",6414,6
"1128",1996,"IA","republican",2541,2
"1129",1996,"IA","republican",13402,1
"1130",1996,"IA","republican",3083,3
"1131",1996,"IA","republican",2080,2
"1132",1996,"IA","republican",3477,3
"1133",1996,"IA","republican",4932,4
"1134",1996,"IA","republican",30958,3
"1135",1996,"IA","republican",1565,1
"1136",1996,"IA","republican",1586,1
"1137",1996,"IA","republican",3396,3
"1138",1996,"IA","republican",2550,2
"1139",1996,"IA","republican",4473,4
"1140",1996,"IA","republican",6100,6
"1141",1996,"IA","republican",7017,7
"1142",1996,"IA","republican",2958,2
"1143",1996,"IA","republican",1877,1
"1144",1996,"IA","republican",1674,1
"1145",1996,"IA","republican",1272,1
"1146",1996,"IA","republican",2583,2
"1147",1996,"IA","republican",5858,5
"1148",1996,"IA","republican",3877,3
"1149",1996,"IA","republican",1736,1
"1150",1996,"IA","republican",4032,4
"1151",1996,"IA","republican",1817,1
"1152",1996,"IA","republican",5117,5
"1153",1996,"IA","republican",1707,1
"1154",1996,"IA","republican",60884,6
"1155",1996,"IA","republican",15648,1
"1156",1996,"IA","republican",3221,3
"1157",1996,"IA","republican",967,9
"1158",1996,"IA","republican",2209,2
"1159",1996,"IA","republican",26751,2
"1160",1996,"IA","republican",3056,3
"1161",1996,"IA","republican",10864,1
"1162",1996,"IA","republican",12468,1
"1163",1996,"IA","republican",2986,2
"1164",1996,"IA","republican",1419,1
"1165",1996,"IA","republican",2156,2
"1166",1996,"IA","republican",1460,1
"1167",1996,"IA","republican",4828,4
"1168",1996,"IA","republican",6905,6
"1169",1996,"IA","republican",3600,3
"1170",1996,"IA","republican",1295,1
"1171",1996,"IA","republican",6275,6
"1172",1996,"IA","republican",2211,2
"1173",1996,"IA","republican",3532,3
"1174",1996,"IA","republican",16368,1
"1175",1996,"IA","republican",1284,1
"1176",1996,"IA","republican",2473,2
"1177",1996,"ID","democrat",43040,4
"1178",1996,"ID","democrat",537,5
"1179",1996,"ID","democrat",12806,1
"1180",1996,"ID","democrat",805,8
"1181",1996,"ID","democrat",1488,1
"1182",1996,"ID","democrat",4304,4
"1183",1996,"ID","democrat",3840,3
"1184",1996,"ID","democrat",879,8
"1185",1996,"ID","democrat",5294,5
"1186",1996,"ID","democrat",9013,9
"1187",1996,"ID","democrat",1194,1
"1188",1996,"ID","democrat",507,5
"1189",1996,"ID","democrat",156,1
"1190",1996,"ID","democrat",11800,1
"1191",1996,"ID","democrat",841,8
"1192",1996,"ID","democrat",1596,1
"1193",1996,"ID","democrat",117,1
"1194",1996,"ID","democrat",1507,1
"1195",1996,"ID","democrat",635,6
"1196",1996,"ID","democrat",2324,2
"1197",1996,"ID","democrat",807,8
"1198",1996,"ID","democrat",1114,1
"1199",1996,"ID","democrat",1968,1
"1200",1996,"ID","democrat",1503,1
"1201",1996,"ID","democrat",1979,1
"1202",1996,"ID","democrat",1427,1
"1203",1996,"ID","democrat",1679,1
"1204",1996,"ID","democrat",13627,1
"1205",1996,"ID","democrat",7741,7
"1206",1996,"ID","democrat",1015,1
"1207",1996,"ID","democrat",674,6
"1208",1996,"ID","democrat",478,4
"1209",1996,"ID","democrat",1216,1
"1210",1996,"ID","democrat",1977,1
"1211",1996,"ID","democrat",7491,7
"1212",1996,"ID","democrat",429,4
"1213",1996,"ID","democrat",895,8
"1214",1996,"ID","democrat",2119,2
"1215",1996,"ID","democrat",1070,1
"1216",1996,"ID","democrat",2981,2
"1217",1996,"ID","democrat",866,8
"1218",1996,"ID","democrat",6826,6
"1219",1996,"ID","democrat",1564,1
"1220",1996,"ID","democrat",1314,1
"1221",1996,"ID","republican",61811,6
"1222",1996,"ID","republican",1053,1
"1223",1996,"ID","republican",14058,1
"1224",1996,"ID","republican",1583,1
"1225",1996,"ID","republican",1667,1
"1226",1996,"ID","republican",8391,8
"1227",1996,"ID","republican",3003,3
"1228",1996,"ID","republican",1576,1
"1229",1996,"ID","republican",6207,6
"1230",1996,"ID","republican",19977,1
"1231",1996,"ID","republican",1937,1
"1232",1996,"ID","republican",741,7
"1233",1996,"ID","republican",283,2
"1234",1996,"ID","republican",23988,2
"1235",1996,"ID","republican",1740,1
"1236",1996,"ID","republican",4663,4
"1237",1996,"ID","republican",266,2
"1238",1996,"ID","republican",1658,1
"1239",1996,"ID","republican",1249,1
"1240",1996,"ID","republican",3668,3
"1241",1996,"ID","republican",2435,2
"1242",1996,"ID","republican",3042,3
"1243",1996,"ID","republican",3362,3
"1244",1996,"ID","republican",2637,2
"1245",1996,"ID","republican",3871,3
"1246",1996,"ID","republican",4925,4
"1247",1996,"ID","republican",3358,3
"1248",1996,"ID","republican",18740,1
"1249",1996,"ID","republican",6311,6
"1250",1996,"ID","republican",2334,2
"1251",1996,"ID","republican",861,8
"1252",1996,"ID","republican",744,7
"1253",1996,"ID","republican",5706,5
"1254",1996,"ID","republican",4008,4
"1255",1996,"ID","republican",6675,6
"1256",1996,"ID","republican",993,9
"1257",1996,"ID","republican",2033,2
"1258",1996,"ID","republican",3901,3
"1259",1996,"ID","republican",1501,1
"1260",1996,"ID","republican",1588,1
"1261",1996,"ID","republican",1251,1
"1262",1996,"ID","republican",12393,1
"1263",1996,"ID","republican",2089,2
"1264",1996,"ID","republican",2318,2
"1265",1996,"IL","democrat",11336,1
"1266",1996,"IL","democrat",2753,2
"1267",1996,"IL","democrat",3213,3
"1268",1996,"IL","democrat",5345,5
"1269",1996,"IL","democrat",997,9
"1270",1996,"IL","democrat",7651,7
"1271",1996,"IL","democrat",1676,1
"1272",1996,"IL","democrat",2926,2
"1273",1996,"IL","democrat",2834,2
"1274",1996,"IL","democrat",32454,3
